Time step	Time[s]	Unit	at min(x)	at max(x)	Difference
141	1356.4202281241967	[V]	5.508001648151859	1.3686891333615494	4.13931251479031
142	1359.1950460961377	[V]	5.509715976986452	1.3684873380542366	4.1412286389322155
143	1361.9698640680788	[V]	5.511433018597576	1.3682792244325792	4.143153794164997
144	1364.7446820400198	[V]	5.513152684719148	1.3680644940442552	4.145088190674892
145	1367.5195000119609	[V]	5.514874895111258	1.3678428537745766	4.147032041336681
146	1370.294317983902	[V]	5.516599565411564	1.3676139613993705	4.148985604012194
147	1373.069135955843	[V]	5.518326598939756	1.3673774676253394	4.150949131314416
148	1375.843953927784	[V]	5.5200558924959084	1.3671329831943178	4.152922909301591
149	1378.618771899725	[V]	5.521787351830262	1.3668801083324507	4.154907243497811
150	1381.393589871666	[V]	5.52352089582187	1.3666184124692542	4.156902483352615
151	1384.1684078436072	[V]	5.525256474438356	1.3663474187600386	4.1589090556783175
152	1386.9432258155482	[V]	5.526994064343766	1.366066586864451	4.160927477479315
153	1389.7180437874893	[V]	5.52873365723903	1.365775336650868	4.162958320588162
154	1392.4928617594303	[V]	5.530475257880766	1.365473021343443	4.1650022365373225
155	1395.2676797313713	[V]	5.532218885286569	1.3651589479853365	4.167059937301232
156	1398.0424977033124	[V]	5.533964568226061	1.3648323440605994	4.169132224165462
157	1400.8173156752534	[V]	5.535712341944169	1.3644923727573568	4.171219969186812
158	1403.5921336471945	[V]	5.537462247308453	1.364138059531256	4.173324187777197
159	1406.3669516191355	[V]	5.539214330541783	1.363768280139577	4.175446050402206
160	1409.1417695910766	[V]	5.540968641895544	1.3633818044362929	4.177586837459251
161	1411.9165875630176	[V]	5.542725233773218	1.3629772270122764	4.179748006760941
162	1414.6914055349587	[V]	5.544484157212052	1.36255309509357	4.1819310621184815
163	1417.4662235068997	[V]	5.546245461962185	1.362107835384096	4.184137626578089
164	1420.2410414788408	[V]	5.54800919589562	1.3616397230024597	4.18636947289316
165	1423.0158594507818	[V]	5.5497754048718555	1.3611467045786472	4.188628700293208
166	1425.7906774227229	[V]	5.551544133389496	1.3606263547781319	4.190917778611364
167	1428.565495394664	[V]	5.553315424416831	1.360075773929133	4.193239650487698
168	1431.340313366605	[V]	5.555089316584925	1.3594916683875342	4.195597648197391
169	1434.115131338546	[V]	5.5568658436292155	1.3588702510634871	4.197995592565729
170	1436.889949310487	[V]	5.558645034939506	1.3582071376978853	4.2004378972416205
