Time step	Time[s]	Interface	Domain	Type	Surface[%]
47	446.81909155875326	Right interface	Right active material	Used in the model	0.0
47	446.81909155875326	Right interface	Electrolyte	Used in the model	0.0
48	457.91836344651745	Right interface	Right active material	Favorable	0.0
48	457.91836344651745	Right interface	Right active material	Cumulated	0.0
48	457.91836344651745	Right interface	Right active material	Used in the model	0.0
48	457.91836344651745	Right interface	Electrolyte	Used in the model	0.0
49	469.01763533428164	Right interface	Right active material	Favorable	0.0
49	469.01763533428164	Right interface	Right active material	Cumulated	0.0
49	469.01763533428164	Right interface	Right active material	Used in the model	0.0
49	469.01763533428164	Right interface	Electrolyte	Used in the model	0.0
50	480.1169072220458	Right interface	Right active material	Favorable	0.0
50	480.1169072220458	Right interface	Right active material	Cumulated	0.0
50	480.1169072220458	Right interface	Right active material	Used in the model	0.0
50	480.1169072220458	Right interface	Electrolyte	Used in the model	0.0
51	491.21617910981	Right interface	Right active material	Favorable	0.0
51	491.21617910981	Right interface	Right active material	Cumulated	0.0
51	491.21617910981	Right interface	Right active material	Used in the model	0.0
51	491.21617910981	Right interface	Electrolyte	Used in the model	0.0
52	502.3154509975742	Right interface	Right active material	Favorable	0.0
52	502.3154509975742	Right interface	Right active material	Cumulated	0.0
52	502.3154509975742	Right interface	Right active material	Used in the model	0.0
52	502.3154509975742	Right interface	Electrolyte	Used in the model	0.0
53	513.4147228853384	Right interface	Right active material	Favorable	0.0
53	513.4147228853384	Right interface	Right active material	Cumulated	0.0
53	513.4147228853384	Right interface	Right active material	Used in the model	0.0
53	513.4147228853384	Right interface	Electrolyte	Used in the model	0.0
54	524.5139947731026	Right interface	Right active material	Favorable	0.0
54	524.5139947731026	Right interface	Right active material	Cumulated	0.0
54	524.5139947731026	Right interface	Right active material	Used in the model	0.0
54	524.5139947731026	Right interface	Electrolyte	Used in the model	0.0
55	535.6132666608668	Right interface	Right active material	Favorable	0.0
55	535.6132666608668	Right interface	Right active material	Cumulated	0.0
55	535.6132666608668	Right interface	Right active material	Used in the model	0.0
55	535.6132666608668	Right interface	Electrolyte	Used in the model	0.0
56	546.712538548631	Right interface	Right active material	Favorable	0.0
56	546.712538548631	Right interface	Right active material	Cumulated	0.0
56	546.712538548631	Right interface	Right active material	Used in the model	0.0
56	546.712538548631	Right interface	Electrolyte	Used in the model	0.0
57	557.8118104363951	Right interface	Right active material	Favorable	0.0
57	557.8118104363951	Right interface	Right active material	Cumulated	0.0
57	557.8118104363951	Right interface	Right active material	Used in the model	0.0
57	557.8118104363951	Right interface	Electrolyte	Used in the model	0.0
58	568.9110823241593	Right interface	Right active material	Favorable	0.0
58	568.9110823241593	Right interface	Right active material	Cumulated	0.0
58	568.9110823241593	Right interface	Right active material	Used in the model	0.0
58	568.9110823241593	Right interface	Electrolyte	Used in the model	0.0
59	580.0103542119235	Right interface	Right active material	Favorable	0.0
59	580.0103542119235	Right interface	Right active material	Cumulated	0.0
59	580.0103542119235	Right interface	Right active material	Used in the model	0.0
59	580.0103542119235	Right interface	Electrolyte	Used in the model	0.0
60	591.1096260996877	Right interface	Right active material	Favorable	0.0
60	591.1096260996877	Right interface	Right active material	Cumulated	0.0
60	591.1096260996877	Right interface	Right active material	Used in the model	0.0
60	591.1096260996877	Right interface	Electrolyte	Used in the model	0.0
61	602.2088979874519	Right interface	Right active material	Favorable	0.0
61	602.2088979874519	Right interface	Right active material	Cumulated	0.0
61	602.2088979874519	Right interface	Right active material	Used in the model	0.0
61	602.2088979874519	Right interface	Electrolyte	Used in the model	0.0
62	613.3081698752161	Right interface	Right active material	Favorable	0.0
62	613.3081698752161	Right interface	Right active material	Cumulated	0.0
62	613.3081698752161	Right interface	Right active material	Used in the model	0.0
62	613.3081698752161	Right interface	Electrolyte	Used in the model	0.0
63	624.4074417629803	Right interface	Right active material	Favorable	0.0
63	624.4074417629803	Right interface	Right active material	Cumulated	0.0
63	624.4074417629803	Right interface	Right active material	Used in the model	0.0
63	624.4074417629803	Right interface	Electrolyte	Used in the model	0.0
64	635.5067136507445	Right interface	Right active material	Favorable	0.0
64	635.5067136507445	Right interface	Right active material	Cumulated	0.0
64	635.5067136507445	Right interface	Right active material	Used in the model	0.0
64	635.5067136507445	Right interface	Electrolyte	Used in the model	0.0
65	646.6059855385087	Right interface	Right active material	Favorable	0.0
65	646.6059855385087	Right interface	Right active material	Cumulated	0.0
65	646.6059855385087	Right interface	Right active material	Used in the model	0.0
65	646.6059855385087	Right interface	Electrolyte	Used in the model	0.0
66	657.7052574262729	Right interface	Right active material	Favorable	0.0
66	657.7052574262729	Right interface	Right active material	Cumulated	0.0
66	657.7052574262729	Right interface	Right active material	Used in the model	0.0
66	657.7052574262729	Right interface	Electrolyte	Used in the model	0.0
67	668.804529314037	Right interface	Right active material	Favorable	0.0
67	668.804529314037	Right interface	Right active material	Cumulated	0.0
67	668.804529314037	Right interface	Right active material	Used in the model	0.0
67	668.804529314037	Right interface	Electrolyte	Used in the model	0.0
68	679.9038012018012	Right interface	Right active material	Favorable	0.0
68	679.9038012018012	Right interface	Right active material	Cumulated	0.0
68	679.9038012018012	Right interface	Right active material	Used in the model	0.0
68	679.9038012018012	Right interface	Electrolyte	Used in the model	0.0
69	691.0030730895654	Right interface	Right active material	Favorable	0.0
69	691.0030730895654	Right interface	Right active material	Cumulated	0.0
69	691.0030730895654	Right interface	Right active material	Used in the model	0.0
69	691.0030730895654	Right interface	Electrolyte	Used in the model	0.0
70	702.1023449773296	Right interface	Right active material	Favorable	0.0
70	702.1023449773296	Right interface	Right active material	Cumulated	0.0
70	702.1023449773296	Right interface	Right active material	Used in the model	0.0
70	702.1023449773296	Right interface	Electrolyte	Used in the model	0.0
71	713.2016168650938	Right interface	Right active material	Favorable	0.0
71	713.2016168650938	Right interface	Right active material	Cumulated	0.0
71	713.2016168650938	Right interface	Right active material	Used in the model	0.0
71	713.2016168650938	Right interface	Electrolyte	Used in the model	0.0
72	724.300888752858	Right interface	Right active material	Favorable	0.0
72	724.300888752858	Right interface	Right active material	Cumulated	0.0
72	724.300888752858	Right interface	Right active material	Used in the model	0.0
72	724.300888752858	Right interface	Electrolyte	Used in the model	0.0
73	735.4001606406222	Right interface	Right active material	Favorable	0.0
73	735.4001606406222	Right interface	Right active material	Cumulated	0.0
73	735.4001606406222	Right interface	Right active material	Used in the model	0.0
73	735.4001606406222	Right interface	Electrolyte	Used in the model	0.0
74	746.4994325283864	Right interface	Right active material	Favorable	0.0
74	746.4994325283864	Right interface	Right active material	Cumulated	0.0
74	746.4994325283864	Right interface	Right active material	Used in the model	0.0
74	746.4994325283864	Right interface	Electrolyte	Used in the model	0.0
75	757.5987044161506	Right interface	Right active material	Favorable	0.0
75	757.5987044161506	Right interface	Right active material	Cumulated	0.0
75	757.5987044161506	Right interface	Right active material	Used in the model	0.0
75	757.5987044161506	Right interface	Electrolyte	Used in the model	0.0
76	768.6979763039147	Right interface	Right active material	Favorable	0.0
76	768.6979763039147	Right interface	Right active material	Cumulated	0.0
76	768.6979763039147	Right interface	Right active material	Used in the model	0.0
76	768.6979763039147	Right interface	Electrolyte	Used in the model	0.0
77	779.7972481916789	Right interface	Right active material	Favorable	0.0
77	779.7972481916789	Right interface	Right active material	Cumulated	0.0
77	779.7972481916789	Right interface	Right active material	Used in the model	0.0
77	779.7972481916789	Right interface	Electrolyte	Used in the model	0.0
78	790.8965200794431	Right interface	Right active material	Favorable	0.0
78	790.8965200794431	Right interface	Right active material	Cumulated	0.0
78	790.8965200794431	Right interface	Right active material	Used in the model	0.0
78	790.8965200794431	Right interface	Electrolyte	Used in the model	0.0
79	801.9957919672073	Right interface	Right active material	Favorable	0.0
79	801.9957919672073	Right interface	Right active material	Cumulated	0.0
79	801.9957919672073	Right interface	Right active material	Used in the model	0.0
79	801.9957919672073	Right interface	Electrolyte	Used in the model	0.0
80	813.0950638549715	Right interface	Right active material	Favorable	0.0
80	813.0950638549715	Right interface	Right active material	Cumulated	0.0
80	813.0950638549715	Right interface	Right active material	Used in the model	0.0
80	813.0950638549715	Right interface	Electrolyte	Used in the model	0.0
81	824.1943357427357	Right interface	Right active material	Favorable	0.0
81	824.1943357427357	Right interface	Right active material	Cumulated	0.0
81	824.1943357427357	Right interface	Right active material	Used in the model	0.0
81	824.1943357427357	Right interface	Electrolyte	Used in the model	0.0
82	835.2936076304999	Right interface	Right active material	Favorable	0.0
82	835.2936076304999	Right interface	Right active material	Cumulated	0.0
82	835.2936076304999	Right interface	Right active material	Used in the model	0.0
82	835.2936076304999	Right interface	Electrolyte	Used in the model	0.0
83	846.3928795182641	Right interface	Right active material	Favorable	0.0
83	846.3928795182641	Right interface	Right active material	Cumulated	0.0
83	846.3928795182641	Right interface	Right active material	Used in the model	0.0
83	846.3928795182641	Right interface	Electrolyte	Used in the model	0.0
84	857.4921514060283	Right interface	Right active material	Favorable	0.0
84	857.4921514060283	Right interface	Right active material	Cumulated	0.0
84	857.4921514060283	Right interface	Right active material	Used in the model	0.0
84	857.4921514060283	Right interface	Electrolyte	Used in the model	0.0
85	868.5914232937924	Right interface	Right active material	Favorable	0.0
85	868.5914232937924	Right interface	Right active material	Cumulated	0.0
85	868.5914232937924	Right interface	Right active material	Used in the model	0.0
85	868.5914232937924	Right interface	Electrolyte	Used in the model	0.0
86	879.6906951815566	Right interface	Right active material	Favorable	0.0
86	879.6906951815566	Right interface	Right active material	Cumulated	0.0
86	879.6906951815566	Right interface	Right active material	Used in the model	0.0
86	879.6906951815566	Right interface	Electrolyte	Used in the model	0.0
87	890.7899670693208	Right interface	Right active material	Favorable	0.0
87	890.7899670693208	Right interface	Right active material	Cumulated	0.0
87	890.7899670693208	Right interface	Right active material	Used in the model	0.0
87	890.7899670693208	Right interface	Electrolyte	Used in the model	0.0
88	901.889238957085	Right interface	Right active material	Favorable	0.0
88	901.889238957085	Right interface	Right active material	Cumulated	0.0
88	901.889238957085	Right interface	Right active material	Used in the model	0.0
88	901.889238957085	Right interface	Electrolyte	Used in the model	0.0
89	912.9885108448492	Right interface	Right active material	Favorable	0.0
89	912.9885108448492	Right interface	Right active material	Cumulated	0.0
89	912.9885108448492	Right interface	Right active material	Used in the model	0.0
89	912.9885108448492	Right interface	Electrolyte	Used in the model	0.0
90	924.0877827326134	Right interface	Right active material	Favorable	0.0
90	924.0877827326134	Right interface	Right active material	Cumulated	0.0
90	924.0877827326134	Right interface	Right active material	Used in the model	0.0
90	924.0877827326134	Right interface	Electrolyte	Used in the model	0.0
91	935.1870546203776	Right interface	Right active material	Favorable	0.0
91	935.1870546203776	Right interface	Right active material	Cumulated	0.0
91	935.1870546203776	Right interface	Right active material	Used in the model	0.0
91	935.1870546203776	Right interface	Electrolyte	Used in the model	0.0
92	946.2863265081418	Right interface	Right active material	Favorable	0.0
92	946.2863265081418	Right interface	Right active material	Cumulated	0.0
92	946.2863265081418	Right interface	Right active material	Used in the model	0.0
92	946.2863265081418	Right interface	Electrolyte	Used in the model	0.0
93	957.385598395906	Right interface	Right active material	Favorable	0.0
93	957.385598395906	Right interface	Right active material	Cumulated	0.0
93	957.385598395906	Right interface	Right active material	Used in the model	0.0
93	957.385598395906	Right interface	Electrolyte	Used in the model	0.0
94	968.4848702836701	Right interface	Right active material	Favorable	0.0
94	968.4848702836701	Right interface	Right active material	Cumulated	0.0
94	968.4848702836701	Right interface	Right active material	Used in the model	0.0
94	968.4848702836701	Right interface	Electrolyte	Used in the model	0.0
95	979.5841421714343	Right interface	Right active material	Favorable	0.0
95	979.5841421714343	Right interface	Right active material	Cumulated	0.0
95	979.5841421714343	Right interface	Right active material	Used in the model	0.0
95	979.5841421714343	Right interface	Electrolyte	Used in the model	0.0
96	990.6834140591985	Right interface	Right active material	Favorable	0.0
96	990.6834140591985	Right interface	Right active material	Cumulated	0.0
96	990.6834140591985	Right interface	Right active material	Used in the model	0.0
96	990.6834140591985	Right interface	Electrolyte	Used in the model	0.0
97	1001.7826859469627	Right interface	Right active material	Favorable	0.0
97	1001.7826859469627	Right interface	Right active material	Cumulated	0.0
97	1001.7826859469627	Right interface	Right active material	Used in the model	0.0
97	1001.7826859469627	Right interface	Electrolyte	Used in the model	0.0
98	1012.8819578347269	Right interface	Right active material	Favorable	0.0
98	1012.8819578347269	Right interface	Right active material	Cumulated	0.0
98	1012.8819578347269	Right interface	Right active material	Used in the model	0.0
98	1012.8819578347269	Right interface	Electrolyte	Used in the model	0.0
99	1023.9812297224911	Right interface	Right active material	Favorable	0.0
99	1023.9812297224911	Right interface	Right active material	Cumulated	0.0
99	1023.9812297224911	Right interface	Right active material	Used in the model	0.0
99	1023.9812297224911	Right interface	Electrolyte	Used in the model	0.0
100	1035.0805016102552	Right interface	Right active material	Favorable	0.0
100	1035.0805016102552	Right interface	Right active material	Cumulated	0.0
100	1035.0805016102552	Right interface	Right active material	Used in the model	0.0
100	1035.0805016102552	Right interface	Electrolyte	Used in the model	0.0
101	1046.1797734980194	Right interface	Right active material	Favorable	0.0
101	1046.1797734980194	Right interface	Right active material	Cumulated	0.0
101	1046.1797734980194	Right interface	Right active material	Used in the model	0.0
101	1046.1797734980194	Right interface	Electrolyte	Used in the model	0.0
102	1057.2790453857835	Right interface	Right active material	Favorable	0.0
102	1057.2790453857835	Right interface	Right active material	Cumulated	0.0
102	1057.2790453857835	Right interface	Right active material	Used in the model	0.0
102	1057.2790453857835	Right interface	Electrolyte	Used in the model	0.0
103	1068.3783172735477	Right interface	Right active material	Favorable	0.0
103	1068.3783172735477	Right interface	Right active material	Cumulated	0.0
103	1068.3783172735477	Right interface	Right active material	Used in the model	0.0
103	1068.3783172735477	Right interface	Electrolyte	Used in the model	0.0
104	1079.477589161312	Right interface	Right active material	Favorable	0.0
104	1079.477589161312	Right interface	Right active material	Cumulated	0.0
104	1079.477589161312	Right interface	Right active material	Used in the model	0.0
104	1079.477589161312	Right interface	Electrolyte	Used in the model	0.0
105	1090.5768610490761	Right interface	Right active material	Favorable	0.0
105	1090.5768610490761	Right interface	Right active material	Cumulated	0.0
105	1090.5768610490761	Right interface	Right active material	Used in the model	0.0
105	1090.5768610490761	Right interface	Electrolyte	Used in the model	0.0
106	1101.6761329368403	Right interface	Right active material	Favorable	0.0
106	1101.6761329368403	Right interface	Right active material	Cumulated	0.0
106	1101.6761329368403	Right interface	Right active material	Used in the model	0.0
106	1101.6761329368403	Right interface	Electrolyte	Used in the model	0.0
107	1112.7754048246045	Right interface	Right active material	Favorable	0.0
107	1112.7754048246045	Right interface	Right active material	Cumulated	0.0
107	1112.7754048246045	Right interface	Right active material	Used in the model	0.0
107	1112.7754048246045	Right interface	Electrolyte	Used in the model	0.0
108	1123.8746767123687	Right interface	Right active material	Favorable	0.0
108	1123.8746767123687	Right interface	Right active material	Cumulated	0.0
108	1123.8746767123687	Right interface	Right active material	Used in the model	0.0
108	1123.8746767123687	Right interface	Electrolyte	Used in the model	0.0
109	1134.9739486001329	Right interface	Right active material	Favorable	0.0
109	1134.9739486001329	Right interface	Right active material	Cumulated	0.0
109	1134.9739486001329	Right interface	Right active material	Used in the model	0.0
109	1134.9739486001329	Right interface	Electrolyte	Used in the model	0.0
110	1146.073220487897	Right interface	Right active material	Favorable	0.0
110	1146.073220487897	Right interface	Right active material	Cumulated	0.0
110	1146.073220487897	Right interface	Right active material	Used in the model	0.0
110	1146.073220487897	Right interface	Electrolyte	Used in the model	0.0
111	1157.1724923756612	Right interface	Right active material	Favorable	0.0
111	1157.1724923756612	Right interface	Right active material	Cumulated	0.0
111	1157.1724923756612	Right interface	Right active material	Used in the model	0.0
111	1157.1724923756612	Right interface	Electrolyte	Used in the model	0.0
112	1168.2717642634254	Right interface	Right active material	Favorable	0.0
112	1168.2717642634254	Right interface	Right active material	Cumulated	0.0
112	1168.2717642634254	Right interface	Right active material	Used in the model	0.0
112	1168.2717642634254	Right interface	Electrolyte	Used in the model	0.0
113	1179.3710361511896	Right interface	Right active material	Favorable	0.0
113	1179.3710361511896	Right interface	Right active material	Cumulated	0.0
113	1179.3710361511896	Right interface	Right active material	Used in the model	0.0
113	1179.3710361511896	Right interface	Electrolyte	Used in the model	0.0
114	1190.4703080389538	Right interface	Right active material	Favorable	0.0
114	1190.4703080389538	Right interface	Right active material	Cumulated	0.0
114	1190.4703080389538	Right interface	Right active material	Used in the model	0.0
114	1190.4703080389538	Right interface	Electrolyte	Used in the model	0.0
115	1201.569579926718	Right interface	Right active material	Favorable	0.0
115	1201.569579926718	Right interface	Right active material	Cumulated	0.0
115	1201.569579926718	Right interface	Right active material	Used in the model	0.0
